# System Information
# OS                       : Linux
# OS Version               : #45~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Wed Sep 11 15:25:05 UTC 2
# Architecture             : x86_64
# Python Version           : 3.10.12
# Processor                : x86_64
# Node Name                : increasing_payload_rtt
# Start Time               : 2024-10-03 11:04:38
#
# Computed Statistics
# Run latency_plotter.py to compute statistics
#
# Computed Statistics
# Total Packets Sent            : 436
# Packets Received              : 64
# Packets Lost                  : 372
# Packet Loss Percentage        : 85.32%
# Average RTT                   : 0.07010206634379296
# Median RTT                    : 0.06512234549973064
# RTT Range                     : 0.16636917599953452
# Standard Deviation of RTT     : 0.030333193053884756
# Variance of RTT               : 0.0009201026008442423
# Packets Under Threshold       : 0
# Packets Over Threshold        : 64
# % Under Threshold             : 0.00%
# % Over Threshold              : 14.68%
# Threshold RTT                    : 0.02 s
# Test Duration                   : 0:00:15
#
message_id,send_time,receive_time,rtt,status
0,4686.882883023,4687.076804661,0.1939216379996651,received
1,4687.132622959,4687.184869839,0.0522468799999842,received
2,4687.382656684,4687.481254214,0.0985975300000063,received
3,4687.63287048,4687.686293913,0.0534234329998071,received
4,4687.882784928,4687.934095145,0.0513102170007186,received
5,4688.132739766,4688.207056876,0.0743171100002655,received
6,4688.382669891,4688.410222353,0.0275524620001306,received
7,4688.632830161,4688.698461081,0.0656309199994211,received
8,4688.882812221,4688.923725291,0.0409130699999877,received
9,4689.132883863,4689.231428145,0.098544282000148,received
10,4689.382958148,4689.422274002,0.0393158540000513,received
11,4689.633252277,4689.729891426,0.0966391490001115,received
12,4689.882947513,4689.924054699,0.0411071860007723,received
13,4690.133130076,4690.243336009,0.1102059329996336,received
14,4690.382877706,4690.423313866,0.0404361600003539,received
15,4690.632712047,4690.673939828,0.0412277810000887,received
16,4690.882783399,4690.983252742,0.1004693430004408,received
17,4691.132941671,4691.17367485,0.040733179000199,received
18,4691.382677753,4691.424040194,0.0413624409993644,received
19,4691.632809063,4691.696319548,0.0635104849998242,received
20,4691.882937869,4691.970098774,0.0871609050000188,received
21,4692.133138569,4692.17390599,0.040767421000055,received
22,4692.382701669,4692.449501111,0.0667994420000468,received
23,4692.632683104,4692.698820969,0.0661378650002006,received
24,4692.882968735,4692.923637602,0.0406688670000221,received
25,4693.132787426,4693.19984051,0.0670530840006904,received
26,4693.382895864,4693.424670504,0.0417746399998577,received
27,4693.632845092,4693.711926897,0.079081804999987,received
28,4693.882889249,4693.92465766,0.0417684109997935,received
29,4694.132924039,4694.197485694,0.064561655000034,received
30,4694.382889865,4694.424837624,0.0419477590003225,received
31,4694.632842293,4694.710593953,0.0777516600001035,received
32,4694.882827851,4694.972642235,0.0898143840004195,received
33,4695.132730575,4695.174326885,0.0415963099994769,received
34,4695.382800771,4695.482480534,0.0996797630004948,received
35,4695.63275738,4695.675891941,0.0431345610004427,received
36,4695.882963008,4695.959279408,0.076316399999996,received
37,4696.133109378,4696.18552868,0.0524193020000893,received
38,4696.382962045,4696.447371371,0.0644093260007139,received
39,4696.633083843,4696.732526389,0.099442545999409,received
40,4696.882810974,4697.011214809,0.1284038350004266,received
41,4697.132680808,4697.197294579,0.0646137710000402,received
42,4697.382685472,4697.473449755,0.0907642829997712,received
43,4697.632773511,4697.676432732,0.0436592209998707,received
44,4697.882772716,4697.926406976,0.0436342600005446,received
45,4698.132738249,4698.188464642,0.055726393000441,received
46,4698.382749917,4698.448853213,0.0661032959997101,received
47,4698.632833578,4698.75891358,0.1260800019999806,received
48,4698.88279249,4698.960308672,0.0775161820001812,received
49,4699.132892358,4699.177076253,0.0441838950000601,received
50,4699.382914674,4699.506712401,0.1237977270002375,received
51,4699.632986619,4699.686427914,0.0534412950000842,received
52,4699.882738242,4699.98170129,0.0989630479998595,received
53,4700.1329247,4700.186302194,0.0533774939995055,received
54,4700.382729051,4700.424212588,0.0414835370002037,received
55,4700.632881743,4700.711153634,0.078271890999531,received
56,4700.882797889,4700.949319624,0.0665217349996964,received
57,4701.132768505,4701.21217455,0.0794060449998141,received
58,4701.382880424,4701.449459502,0.0665790779994495,received
59,4701.632829413,4701.677452198,0.044622784999774,received
60,4701.882776795,4701.985411687,0.1026348920004238,received
61,4702.132947752,4702.196566956,0.0636192040001333,received
62,4702.382849677,4702.473407362,0.0905576850000215,received
63,4702.632935341,4702.761754874,0.1288195329998416,received
64,4702.882756936,,,lost
65,4703.132764113,,,lost
66,4703.382715313,,,lost
67,4703.632817382,,,lost
68,4703.882786022,,,lost
69,4704.132861116,,,lost
70,4704.382795058,,,lost
71,4704.632863981,,,lost
72,4704.882867013,,,lost
