# System Information
# OS                       : Linux
# OS Version               : #45~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Wed Sep 11 15:25:05 UTC 2
# Architecture             : x86_64
# Python Version           : 3.10.12
# Processor                : x86_64
# Node Name                : simple_string_rtt
# Start Time               : 2024-10-02 15:35:16
#
# Computed Statistics
# Run latency_plotter.py to compute statistics
#
# Computed Statistics
# Total Packets Sent            : 1000
# Packets Received              : 1000
# Packets Lost                  : 0
# Packet Loss Percentage        : 0.00%
# Average RTT                   : 0.08835564862900444
# Median RTT                    : 0.06370572649984745
# RTT Range                     : 0.8653941039997335
# Standard Deviation of RTT     : 0.08331918239688149
# Variance of RTT               : 0.006942086155284808
# Packets Under Threshold       : 19
# Packets Over Threshold        : 981
# % Under Threshold             : 1.90%
# % Over Threshold              : 98.10%
# Threshold RTT                    : 0.02 s
# Test Duration                   : 0:04:09
#
message_id,send_time,receive_time,rtt,status
0,2048.848554225,2048.876791879,0.0282376539998949,received
1,2049.098479643,2049.635539266,0.5370596230000046,received
2,2049.348422745,2049.656659597,0.3082368519999363,received
3,2049.598472811,2049.702514579,0.1040417679996608,received
4,2049.848579651,2049.879818329,0.0312386780001361,received
5,2050.098589491,2050.213453368,0.1148638770000616,received
6,2050.348586828,2050.379662048,0.0310752199998205,received
7,2050.598591725,2050.725742693,0.1271509680000235,received
8,2050.848590022,2050.879321148,0.0307311260003189,received
9,2051.098470227,2051.225303528,0.1268333010002607,received
10,2051.348468894,2051.379735657,0.031266763000076,received
11,2051.598469349,2051.64254602,0.044076670999857,received
12,2051.848471163,2051.948792924,0.1003217610000319,received
13,2052.098468097,2052.156330956,0.0578628590001244,received
14,2052.348471027,2052.462647257,0.1141762299998845,received
15,2052.598520009,2052.62719219,0.0286721810002745,received
16,2052.848578641,2052.977159977,0.1285813360000247,received
17,2053.098527348,2053.127083907,0.0285565589997531,received
18,2053.34832238,2053.489570888,0.1412485079999896,received
19,2053.598527441,2053.630775346,0.0322479050000765,received
20,2053.848523445,2053.892631939,0.044108493999829,received
21,2054.098512154,2054.209273929,0.1107617749999008,received
22,2054.348514397,2054.379907909,0.031393511999795,received
23,2054.598511281,2054.711650764,0.1131394829999408,received
24,2054.848268932,2054.879276767,0.0310078350003095,received
25,2055.098516673,2055.226204056,0.1276873829997384,received
26,2055.348432905,2055.378806891,0.0303739859996312,received
27,2055.59842724,2055.641234945,0.0428077050000865,received
28,2055.848439577,2055.95016742,0.101727842999935,received
29,2056.098415916,2056.252098583,0.1536826670003392,received
30,2056.348431249,2056.377907209,0.029475960000127,received
31,2056.598494499,2056.670292163,0.0717976639998596,received
32,2056.848450273,2056.961534755,0.1130844819999765,received
33,2057.09862534,2057.441173138,0.3425477979999414,received
34,2057.348648245,2057.614313845,0.265665600000375,received
35,2057.598509229,2057.624330962,0.0258217330001571,received
36,2057.848601934,2057.888686609,0.0400846750003438,received
37,2058.098479623,2058.197766152,0.0992865289999826,received
38,2058.348470773,2058.405950236,0.0574794630001633,received
39,2058.598462043,2058.658557279,0.0600952360000519,received
40,2058.848452623,2058.918030585,0.0695779620000394,received
41,2059.098476944,2059.22837422,0.1298972760000651,received
42,2059.348469636,2059.379355367,0.030885730999671,received
43,2059.598595466,2059.738204633,0.1396091669998895,received
44,2059.848586458,2059.891742108,0.0431556499997896,received
45,2060.098662958,2060.138245678,0.0395827199999985,received
46,2060.348604818,2060.447700403,0.0990955850002137,received
47,2060.598591465,2060.65593185,0.0573403849998612,received
48,2060.848475244,2060.961679154,0.1132039100002657,received
49,2061.098472126,2061.12567892,0.0272067939999942,received
50,2061.348472261,2061.477335229,0.1288629679997939,received
51,2061.598471008,2061.648477574,0.0500065659998654,received
52,2061.84849214,2061.990749845,0.1422577050002473,received
53,2062.098420037,2062.124676706,0.0262566690003041,received
54,2062.348594984,2062.391884104,0.0432891199998266,received
55,2062.598549319,2062.711081006,0.1125316869997732,received
56,2062.848593114,2062.879150667,0.0305575530001078,received
57,2063.098574913,2063.209512243,0.1109373300000697,received
58,2063.348523628,2063.378529926,0.0300062979999893,received
59,2063.59847214,2063.629578821,0.0311066809999829,received
60,2063.848477847,2063.930093841,0.0816159940000034,received
61,2064.098465244,2064.239241827,0.1407765829999334,received
62,2064.348527964,2064.375110897,0.0265829330000997,received
63,2064.598511198,2064.679420373,0.0809091750002153,received
64,2064.848549726,2064.919464588,0.0709148620003361,received
65,2065.098529145,2065.244846738,0.1463175929998215,received
66,2065.348535077,2065.530567107,0.1820320299998457,received
67,2065.598431089,2065.665184395,0.0667533060000096,received
68,2065.848465484,2066.103133301,0.2546678170001542,received
69,2066.098822369,2066.371135024,0.2723126549999506,received
70,2066.348595323,2066.502501962,0.1539066390000698,received
71,2066.59859083,2066.88451326,0.2859224300000278,received
72,2066.848650458,2066.907466543,0.0588160849997621,received
73,2067.098602208,2067.396831159,0.2982289510000555,received
74,2067.348599459,2067.701210507,0.3526110479997442,received
75,2067.598597132,2067.862087018,0.263489885999661,received
76,2067.848467384,2067.900998867,0.0525314830001661,received
77,2068.098433621,2068.36048915,0.2620555290000084,received
78,2068.348463726,2068.501435292,0.1529715660003603,received
79,2068.598463333,2068.930680682,0.332217349000075,received
80,2068.848477345,2069.103553596,0.2550762509999913,received
81,2069.098466175,2069.341748429,0.2432822539999506,received
82,2069.348510692,2069.748941492,0.4004307999998673,received
83,2069.598603548,2069.891193987,0.2925904389999232,received
84,2069.848616541,2070.362781286,0.5141647450000164,received
85,2070.098521572,2070.436636014,0.3381144420000055,received
86,2070.348600268,2070.437866686,0.0892664179996245,received
87,2070.598519062,2070.696535358,0.0980162959999688,received
88,2070.848538292,2070.988309464,0.1397711720001098,received
89,2071.098532143,2071.183653165,0.085121022000294,received
90,2071.348547843,2071.389179615,0.0406317720003244,received
91,2071.598474036,2071.7089913,0.1105172640000091,received
92,2071.84848297,2071.89025355,0.0417705800000476,received
93,2072.09852375,2072.126267423,0.0277436730002591,received
94,2072.34853761,2072.432308964,0.083771353999964,received
95,2072.598536542,2072.848061728,0.249525186000028,received
96,2072.849198956,2073.005730265,0.1565313090000017,received
97,2073.098535236,2073.546432329,0.4478970929999377,received
98,2073.348539516,2073.547628046,0.1990885300001537,received
99,2073.598521043,2073.949299013,0.3507779700003084,received
100,2073.84852625,2074.129468074,0.2809418240003651,received
101,2074.098463741,2074.464953311,0.3664895699998851,received
102,2074.348468028,2074.619831787,0.2713637589999962,received
103,2074.598515171,2074.971798936,0.3732837649999965,received
104,2074.848595473,2075.115355806,0.2667603330000929,received
105,2075.098466732,2075.382142573,0.2836758409998765,received
106,2075.348572822,2075.790825161,0.4422523390003334,received
107,2075.598450305,2075.892107086,0.2936567810002088,received
