# System Information
# OS                       : Linux
# OS Version               : #40~22.04.3-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 30 17:30:19 UTC 2
# Architecture             : x86_64
# Python Version           : 3.10.12
# Processor                : x86_64
# Node Name                : simple_string_rtt
# Start Time               : 2024-09-18 11:18:53
#
# Computed Statistics
# Run latency_plotter.py to compute statistics
#
# Computed Statistics
# Total Packets Sent            : 1000
# Packets Received              : 1000
# Packets Lost                  : 0
# Packet Loss Percentage        : 0.00%
# Average RTT                   : 0.017757787547005088
# Median RTT                    : 0.0143135834996428
# RTT Range                     : 0.0430067100005544
# Standard Deviation of RTT     : 0.006250815267621162
# Variance of RTT               : 3.907269150992582e-05
# Packets Under Threshold       : 671
# Packets Over Threshold        : 329
# % Under Threshold             : 67.10%
# % Over Threshold              : 32.90%
# Threshold RTT                    : 0.02 s
# Test Duration                   : 0:04:09
#
message_id,send_time,receive_time,rtt,status
0,9279.562895159,9279.577782645,0.0148874859987699,received
1,9279.812731147,9279.825730707,0.0129995600000256,received
2,9280.062940429,9280.077495657,0.0145552280009724,received
3,9280.312916303,9280.327327706,0.0144114029990305,received
4,9280.562811673,9280.586901588,0.024089914999422,received
5,9280.812790922,9280.828362672,0.0155717500001628,received
6,9281.06281292,9281.077038438,0.0142255179998755,received
7,9281.312940258,9281.32754375,0.0146034919998783,received
8,9281.562819654,9281.577519128,0.0146994740007357,received
9,9281.812778873,9281.825879423,0.0131005500006722,received
10,9282.062696332,9282.076425953,0.0137296210014028,received
11,9282.312781801,9282.327303691,0.0145218899997416,received
12,9282.562818075,9282.577278225,0.0144601499996497,received
13,9282.812778435,9282.827792268,0.0150138330009212,received
14,9283.06284726,9283.078447775,0.0156005150001874,received
15,9283.31282559,9283.327192119,0.0143665290015633,received
16,9283.562812859,9283.577190485,0.0143776260010781,received
17,9283.812948301,9283.826192606,0.0132443050006259,received
18,9284.062848993,9284.07707522,0.0142262270001083,received
19,9284.312680644,9284.326635553,0.0139549089999491,received
20,9284.562643564,9284.574748886,0.0121053219991154,received
21,9284.812878286,9284.827361283,0.0144829969995043,received
22,9285.062830141,9285.077757314,0.0149271730006148,received
23,9285.312828555,9285.327434522,0.0146059670005342,received
24,9285.562898283,9285.577417163,0.0145188799997413,received
