# System Information
# OS                       : Linux
# OS Version               : #45~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Wed Sep 11 15:25:05 UTC 2
# Architecture             : x86_64
# Python Version           : 3.10.12
# Processor                : x86_64
# Node Name                : increasing_payload_rtt
# Start Time               : 2024-09-27 12:08:33
#
# Computed Statistics
# Run latency_plotter.py to compute statistics
#
message_id,send_time,receive_time,rtt,status
0,4977.811998253,4977.860240001,0.04824174800069159,received
1,4978.061943259,4978.158342863,0.09639960399999836,received
2,4978.311935323,4978.460518141,0.14858281799934048,received
3,4978.561927706,4978.58070758,0.018779874000756536,received
4,4978.811934665,4978.864071613,0.05213694800022495,received
5,4979.06193666,4979.166844115,0.10490745499919285,received
6,4979.311927312,4979.350170853,0.038243541000156256,received
7,4979.56195309,4979.683699058,0.12174596799923165,received
8,4979.811971663,4979.845504135,0.03353247199993348,received
9,4980.061917267,4980.103498795,0.04158152799936943,received
10,4980.311870225,4980.355720594,0.04385036899930128,received
11,4980.561966309,4980.625676252,0.0637099429995942,received
12,4980.811917203,4980.848248905,0.03633170200009772,received
13,4981.061854933,4981.128876698,0.06702176499948109,received
14,4981.311974692,4981.351658098,0.03968340600022202,received
15,4981.561897452,4981.626749582,0.06485212999996293,received
16,4981.811926629,4981.944880868,0.1329542390003553,received
17,4982.061958465,4982.105446219,0.04348775400012528,received
18,4982.31197106,4982.392828127,0.08085706699966977,received
19,4982.561929617,4982.601431014,0.039501397000094585,received
20,4982.811942661,4982.8793474,0.067404739000267,received
21,4983.061940261,4983.104843311,0.04290304999994987,received
22,4983.311939436,4983.378531892,0.06659245599985297,received
23,4983.561948218,4983.591234021,0.02928580299976602,received
24,4983.81195612,4983.884648772,0.07269265200011432,received
25,4984.061852154,4984.211370197,0.14951804300017102,received
26,4984.311950443,4984.341683138,0.02973269500034803,received
27,4984.561946131,4984.632163475,0.07021734400041169,received
28,4984.811960886,4984.850408526,0.03844764000041323,received
29,4985.061945271,4985.103587181,0.04164191000018036,received
30,4985.311950924,4985.398033655,0.08608273100071528,received
31,4985.561956983,4985.647495769,0.08553878600014286,received
32,4985.811953261,4985.853227509,0.04127424800026347,received
33,4986.061951155,4986.145899031,0.08394787599991105,received
34,4986.311941541,4986.444917254,0.13297571299972333,received
35,4986.561980063,4986.586662765,0.024682702000063728,received
36,4986.811953107,4986.850456247,0.038503140000102576,received
37,4987.06196761,4987.143638168,0.08167055800004164,received
38,4987.311956102,4987.352324573,0.04036847099996521,received
39,4987.56193086,4987.628645954,0.06671509399984643,received
40,4987.811941722,4987.857876557,0.045934835000480234,received
41,4988.061961492,4988.142365451,0.08040395900025032,received
42,4988.311961324,4988.34880511,0.036843786000645196,received
43,4988.561960968,4988.630490232,0.06852926400006254,received
44,4988.811870363,4988.914302717,0.10243235400048434,received
45,4989.061960912,4989.104957665,0.04299675299989758,received
46,4989.311967997,4989.394315905,0.08234790800088376,received
47,4989.56197431,4989.603534535,0.041560225000466744,received
48,4989.811971027,4989.889793843,0.07782281599975249,received
49,4990.061742719,4990.107729199,0.04598647999955574,received
50,4990.311892667,4990.406700585,0.0948079179997876,received
51,4990.561971758,4990.606450872,0.0444791139998415,received
52,4990.811969737,4990.881164208,0.06919447099971876,received
53,4991.061970389,4991.117989183,0.05601879400001053,received
54,4991.311875869,4991.359684689,0.04780881999977282,received
55,4991.56195013,4991.674821174,0.11287104399980308,received
56,4991.811882561,4991.850897771,0.03901520999988861,received
57,4992.061958424,4992.147664426,0.08570600199982437,received
58,4992.311850147,4992.354374598,0.042524450999735564,received
59,4992.561976145,4992.643184035,0.08120788999985962,received
60,4992.812056715,4992.880476877,0.06842016199971113,received
61,4993.061821241,4993.105674878,0.043853637000211165,received
62,4993.311967342,4993.404608367,0.09264102500037552,received
63,4993.561968605,4993.606313908,0.04434530299931794,received
64,4993.811967303,4993.907736576,0.09576927300076932,received
65,4994.06199953,4994.146842665,0.08484313499957352,received
66,4994.311901011,4994.437308698,0.12540768700000626,received
67,4994.561963143,4994.607484567,0.04552142400007142,received
68,4994.811877879,4994.898882574,0.0870046949994503,received
69,4995.06196575,4995.125757176,0.06379142599962506,received
70,4995.311893423,4995.370802713,0.058909289999974135,received
71,4995.561984877,4995.609084715,0.047099837999667216,received
72,4995.81187424,4995.87402217,0.06214792999981,received
73,4996.061951528,4996.181318837,0.11936730900015391,received
74,4996.311841595,4996.359847906,0.04800631099988095,received
75,4996.561965549,4996.646928811,0.08496326200020121,received
76,4996.811966292,4996.895197409,0.08323111699974106,received
77,4997.061975404,4997.104786274,0.042810869999811985,received
78,4997.311962297,4997.392769575,0.08080727800006571,received
79,4997.561967021,4997.643928707,0.08196168599988596,received
80,4997.811963461,4997.866676273,0.0547128119997069,received
81,4998.06196704,4998.16181403,0.09984698999960528,received
82,4998.311967593,4998.381168332,0.06920073899982526,received
83,4998.561968986,4998.619671858,0.05770287200084567,received
84,4998.81196195,4998.913463393,0.10150144299950625,received
85,4999.061970399,4999.148528906,0.08655850700051815,received
86,4999.31197221,4999.479174399,0.16720218899990869,received
87,4999.561976679,4999.621844971,0.05986829200082866,received
88,4999.811965103,4999.88336253,0.07139742700019269,received
89,5000.06197317,5000.134535967,0.07256279700050072,received
90,5000.311956041,5000.390759158,0.0788031170004615,received
91,5000.561829926,5000.628673236,0.06684330999996746,received
92,5000.811884423,5000.872408846,0.06052442300006078,received
93,5001.06194598,5001.123727099,0.061781118999533646,received
94,5001.311963184,5001.372476154,0.0605129699997633,received
95,5001.561696556,5001.624509392,0.06281283599946619,received
96,5001.811955224,5001.926459425,0.11450420100027259,received
97,5002.061858024,5002.126956193,0.06509816900052101,received
98,5002.311955128,5002.443155341,0.13120021300073859,received
99,5002.561896196,5002.625860639,0.06396444300025905,received
100,5002.811937213,5002.872369965,0.060432751999542234,received
101,5003.06196671,5003.128191285,0.06622457499997836,received
102,5003.311983649,5003.368500106,0.056516457000725495,received
103,5003.561825487,5003.631512119,0.06968663200041192,received
104,5003.811982077,5003.874959359,0.06297728200024721,received
105,5004.061833044,5004.120704939,0.0588718949993563,received
106,5004.311984646,5004.382589801,0.07060515499961184,received
107,5004.561996028,5004.679403157,0.11740712899973005,received
108,5004.811993441,5004.874079085,0.062085644000035245,received
109,5005.061981964,5005.12196236,0.05998039600035554,received
110,5005.311884138,5005.423511493,0.11162735499965493,received
111,5005.561884658,5005.622093946,0.06020928799989633,received
112,5005.811952579,5005.871040481,0.05908790200010117,received
113,5006.061906627,5006.122383039,0.06047641199984355,received
114,5006.311967969,5006.378854203,0.06688623399986682,received
115,5006.561848513,5006.660669433,0.09882092000043485,received
116,5006.81190952,5006.945991094,0.1340815740004473,received
117,5007.061982169,5007.127048847,0.06506667800022115,received
118,5007.311846546,5007.35954593,0.04769938400022511,received
119,5007.561818168,5007.691295325,0.1294771570001103,received
120,5007.811832702,5007.911459121,0.09962641899983282,received
121,5008.061842345,5008.12789911,0.06605676500021218,received
122,5008.311824056,5008.389939055,0.07811499899980845,received
123,5008.561830646,5008.620610306,0.05877966000025481,received
124,5008.81183554,5008.931245826,0.11941028599994752,received
125,5009.0618525,5009.131962451,0.07010995099972206,received
126,5009.311880869,5009.398661874,0.08678100500037544,received
127,5009.561824699,5009.711172472,0.14934777300004498,received
128,5009.811742645,5009.887932258,0.07618961299976945,received
129,5010.061983189,5010.122079759,0.060096570000496286,received
130,5010.311932934,5010.394791406,0.08285847200022545,received
131,5010.561916893,5010.644873645,0.08295675200042751,received
132,5010.811881529,5010.875811167,0.06392963800044527,received
133,5011.06192142,5011.12562414,0.06370272000003752,received
134,5011.311908742,5011.390744413,0.0788356709999789,received
135,5011.561900057,5011.642737054,0.0808369970000058,received
136,5011.811901577,5011.880766815,0.06886523800039868,received
137,5012.061997596,5012.137677502,0.07567990600000485,received
138,5012.312044369,5012.374936398,0.06289202899915836,received
139,5012.56199062,5012.641883759,0.07989313899997796,received
140,5012.811988564,5012.891621403,0.0796328389997143,received
141,5013.061950223,5013.194870343,0.13292011999965325,received
142,5013.311970011,5013.376067114,0.06409710299976723,received
143,5013.561996043,5013.637285899,0.07528985599947191,received
144,5013.811997337,5013.881356246,0.0693589089996749,received
145,5014.061904061,5014.130211814,0.06830775300022651,received
146,5014.312057137,5014.393868609,0.08181147199957195,received
147,5014.562048243,5014.643524375,0.08147613199980697,received
148,5014.812051989,5014.872232282,0.06018029300048511,received
149,5015.061999059,5015.179642908,0.11764384899925062,received
150,5015.31204738,5015.380637126,0.06858974599981593,received
151,5015.561997185,5015.660458149,0.09846096399996895,received
152,5015.811982975,5015.964204919,0.15222194399939326,received
153,5016.061984254,5016.155352841,0.09336858700044104,received
154,5016.31198585,5016.373279181,0.06129333099943324,received
155,5016.561984838,5016.681328916,0.11934407799981273,received
156,5016.811983551,5016.911104256,0.09912070500013215,received
157,5017.061991476,5017.141835573,0.07984409700020478,received
158,5017.311981137,5017.389021398,0.07704026100054762,received
159,5017.561987756,5017.645715441,0.08372768499975791,received
160,5017.811992269,5017.894267929,0.08227566000005027,received
161,5018.061975021,5018.143503471,0.08152845000040543,received
162,5018.311989758,5018.389049971,0.0770602129996405,received
163,5018.561997479,5018.641538037,0.07954055800018978,received
164,5018.812045295,5018.909617772,0.09757247700053995,received
165,5019.06199965,5019.244141601,0.1821419509997213,received
166,5019.311987062,5019.407842079,0.09585501699984889,received
167,5019.561999732,5019.656618396,0.09461866400033614,received
168,5019.812036956,5019.889037946,0.07700098999976035,received
169,5020.061911802,5020.154911335,0.0929995329997837,received
170,5020.311989423,5020.394151814,0.08216239099965605,received
171,5020.561916399,5020.640744675,0.0788282759995127,received
172,5020.812044462,5020.874031164,0.06198670200046763,received
173,5021.062036833,5021.132811237,0.07077440400007617,received
174,5021.311998562,5021.410159187,0.09816062500067346,received
175,5021.561999047,5021.699730134,0.137731086999338,received
176,5021.812039749,5021.908383599,0.09634385000026668,received
177,5022.06199753,5022.132094521,0.07009699100035505,received
178,5022.312037137,5022.445081036,0.13304389900076785,received
179,5022.562037787,5022.640806749,0.07876896200014016,received
180,5022.811980048,5022.910533059,0.09855301100014913,received
181,5023.061917346,5023.142967371,0.08105002499996772,received
182,5023.311997939,5023.410494845,0.09849690600003669,received
183,5023.562037893,5023.644648788,0.08261089500047092,received
184,5023.81199195,5023.897227632,0.08523568199962028,received
185,5024.062092118,5024.158672418,0.09658029999991413,received
186,5024.312064802,5024.393302139,0.08123733699994773,received
187,5024.561991155,5024.657715125,0.09572397000010824,received
188,5024.81199905,5024.97669589,0.16469684000003326,received
189,5025.062038826,5025.158937958,0.09689913199963485,received
190,5025.311995083,5025.493046648,0.1810515650004163,received
191,5025.562031327,5025.659204139,0.09717281200028083,received
192,5025.811992029,5025.909659919,0.09766788999968412,received
193,5026.061990415,5026.144151304,0.0821608890000789,received
194,5026.311996594,5026.393520126,0.08152353199966456,received
195,5026.562038018,5026.645848122,0.08381010399989464,received
196,5026.811993311,5026.893484918,0.08149160699940694,received
197,5027.062036691,5027.146355163,0.08431847200063203,received
198,5027.31205171,5027.395744886,0.08369317600045179,received
199,5027.561994306,5027.642100033,0.08010572700004559,received
200,5027.811987791,5027.963055955,0.15106816399929812,received
201,5028.061989619,5028.139826332,0.07783671299966954,received
202,5028.31190798,5028.462117655,0.1502096750000419,received
203,5028.562038107,5028.629625619,0.06758751199959079,received
204,5028.812036477,5028.901432675,0.08939619800003129,received
205,5029.06192838,5029.147562937,0.08563455700004852,received
206,5029.311974785,5029.430490028,0.11851524300072924,received
207,5029.561919128,5029.641289797,0.07937066900012724,received
208,5029.812041727,5029.908774571,0.09673284400014381,received
209,5030.062044462,5030.143676385,0.08163192299980437,received
210,5030.3119762,5030.394985409,0.08300920900001074,received
211,5030.562058335,5030.65382453,0.09176619499976368,received
212,5030.812047814,5030.909660633,0.09761281900046015,received
213,5031.062047177,5031.190035623,0.12798844600001757,received
214,5031.312058557,5031.391595444,0.07953688700035855,received
215,5031.562053516,5031.756470752,0.19441723599993566,received
216,5031.811910123,5031.908868571,0.09695844799989572,received
217,5032.062041822,5032.142752924,0.08071110200035037,received
218,5032.311967856,5032.406434957,0.09446710100019118,received
219,5032.562111758,5032.642532189,0.08042043099976581,received
220,5032.811961316,5032.908909869,0.09694855300040217,received
221,5033.06207707,5033.144461029,0.08238395900025353,received
222,5033.312109394,5033.409134413,0.09702501900028437,received
223,5033.562049374,5033.636469599,0.07442022499981249,received
224,5033.811999254,5033.892935445,0.08093619100054639,received
225,5034.062083641,5034.193117236,0.13103359500018996,received
226,5034.312071956,5034.393872886,0.08180093000009947,received
227,5034.562048566,5034.725494021,0.16344545499941887,received
228,5034.812106988,5034.909118371,0.09701138299988088,received
229,5035.061945252,5035.145806327,0.0838610749997315,received
230,5035.312228321,5035.42513068,0.11290235900014522,received
231,5035.562047437,5035.652491608,0.09044417099994462,received
232,5035.812098608,5035.897066173,0.08496756499971525,received
233,5036.062136185,5036.170625198,0.10848901300050784,received
234,5036.312124824,5036.396727581,0.08460275699962949,received
235,5036.562072851,5036.65577538,0.09370252899952902,received
236,5036.812223809,5036.905112801,0.09288899199964362,received
237,5037.062065339,5037.191638141,0.12957280200043897,received
238,5037.312206497,5037.407965447,0.09575894999943557,received
239,5037.561950697,5037.708757477,0.14680678000058833,received
240,5037.812245414,5037.908634655,0.09638924099999713,received
241,5038.06206837,5038.158619831,0.09655146099976264,received
242,5038.312144986,5038.402297288,0.09015230200020596,received
243,5038.56190487,5038.675369202,0.11346433200014872,received
244,5038.812158457,5038.90318226,0.09102380300009827,received
245,5039.06187158,5039.1579838,0.09611221999966801,received
246,5039.312224692,5039.395159388,0.08293469599993841,received
247,5039.562045424,5039.657032098,0.09498667400021077,received
248,5039.812246792,5039.913946487,0.1016996950002067,received
249,5040.062065242,5040.248174295,0.18610905300010927,received
